scenario_id,base_scenario_id,family,controller,collision_under_replay,intervened,comfort_exceed,peak_decel_mps2,brake_duration_s,min_residual_gap_m,peak_delayed_cmd,weight_freq
ngsim_1_3355_0_u0,ngsim_1_3355_0,slower_lead,pi_sd,False,False,False,0.0,0.0,5.132500987199838,0.0,0.3333333333333333
ngsim_1_3355_0_u1,ngsim_1_3355_0,slower_lead,pi_sd,False,False,False,0.0,0.0,5.132500987199838,0.0,0.3333333333333333
ngsim_1_3355_0_u2,ngsim_1_3355_0,slower_lead,pi_sd,False,False,False,0.0,0.0,5.132500987199838,0.0,0.3333333333333333
ngsim_3_9_4_u0,ngsim_3_9_4,slower_lead,pi_sd,False,False,False,0.0,0.0,6.655308000000101,0.0,0.3333333333333333
ngsim_3_9_4_u1,ngsim_3_9_4,slower_lead,pi_sd,False,False,False,0.0,0.0,6.655308000000101,0.0,0.3333333333333333
ngsim_3_9_4_u2,ngsim_3_9_4,slower_lead,pi_sd,False,False,False,0.0,0.0,6.655308000000101,0.0,0.3333333333333333
ngsim_7_5_18_u0,ngsim_7_5_18,slower_lead,pi_sd,False,False,False,0.0,0.0,6.701145043199994,0.0,0.3333333333333333
ngsim_7_5_18_u1,ngsim_7_5_18,slower_lead,pi_sd,False,False,False,0.0,0.0,6.701145043199994,0.0,0.3333333333333333
ngsim_7_5_18_u2,ngsim_7_5_18,slower_lead,pi_sd,False,False,False,0.0,0.0,6.701145043199994,0.0,0.3333333333333333
ngsim_8_3_20_u0,ngsim_8_3_20,slower_lead,pi_sd,False,False,False,0.0,0.0,11.14491263520013,0.0,0.3333333333333333
ngsim_8_3_20_u1,ngsim_8_3_20,slower_lead,pi_sd,False,False,False,0.0,0.0,11.14491263520013,0.0,0.3333333333333333
ngsim_8_3_20_u2,ngsim_8_3_20,slower_lead,pi_sd,False,False,False,0.0,0.0,11.14491263520013,0.0,0.3333333333333333
ngsim_9_4_25_u0,ngsim_9_4_25,slower_lead,pi_sd,False,False,False,0.0,0.0,6.319830489600196,0.0,0.3333333333333333
ngsim_9_4_25_u1,ngsim_9_4_25,slower_lead,pi_sd,False,False,False,0.0,0.0,6.319830489600196,0.0,0.3333333333333333
ngsim_9_4_25_u2,ngsim_9_4_25,slower_lead,pi_sd,False,False,False,0.0,0.0,6.319830489600196,0.0,0.3333333333333333
ngsim_11_1_50_u0,ngsim_11_1_50,slower_lead,pi_sd,False,False,False,0.0,0.0,4.886026905599999,0.0,0.3333333333333333
ngsim_11_1_50_u1,ngsim_11_1_50,slower_lead,pi_sd,False,False,False,0.0,0.0,4.886026905599999,0.0,0.3333333333333333
ngsim_11_1_50_u2,ngsim_11_1_50,slower_lead,pi_sd,False,False,False,0.0,0.0,4.886026905599999,0.0,0.3333333333333333
ngsim_12_6_60_u0,ngsim_12_6_60,slower_lead,pi_sd,False,True,False,3.123172107870674,1.26,9.607326091519901,0.9806443204709828,0.3333333333333333
ngsim_12_6_60_u1,ngsim_12_6_60,slower_lead,pi_sd,False,True,True,6.314184581782777,1.02,9.816077037933319,1.0,0.3333333333333333
ngsim_12_6_60_u2,ngsim_12_6_60,slower_lead,pi_sd,False,True,True,4.557303380472692,0.72,9.855677289741331,0.9711538704024338,0.3333333333333333
ngsim_12_17_63_u0,ngsim_12_17_63,slower_lead,pi_sd,False,False,False,0.0,0.0,8.666115662399642,0.0,0.3333333333333333
